demo_id,t,timestamp,x,y,vx,vy,db_path,gx,gy
0,0,1620864051001510,664413.6129906788,3997304.485766988,0.0001018130349716,-0.0004096559461356,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,1,1620864051401661,664413.6131253886,3997304.485626443,0.0002809618472305,-0.0010200875882502,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,2,1620864051801507,664413.6132277736,3997304.4855841887,0.0001276313427288,-0.0012020550895343,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,3,1620864052201252,664413.6132572971,3997304.485545855,-0.0002156278392619,-0.0007860703545168,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,4,1620864052600829,664413.6132582254,3997304.485469579,-0.0003344510039299,-0.0001719693642446,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,5,1620864053000466,664413.6132741509,3997304.485501715,-0.0003040421762032,-7.175923829508735e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,6,1620864053400164,664413.6132775038,3997304.4854980223,9.332194908417044e-05,4.670666661575485e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,7,1620864053800040,664413.6132894777,3997304.485411366,-7.71222716565863e-05,-0.0003231443228339,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,8,1620864054200072,664413.6133596046,3997304.4853745233,0.0002218017063046,-0.000531961716414,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,9,1620864054600154,664413.6133657,3997304.48533884,-0.0004734158353972,-0.0005130483977877,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,10,1620864055000324,664413.6133405856,3997304.485341089,-0.0003297326627586,-0.0006853390435078,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,11,1620864055400444,664413.6133053506,3997304.485325348,-0.0004102867598603,-0.0010058529468922,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,12,1620864055800525,664413.613305025,3997304.4852883257,-0.0005927264975986,-0.0015114265543197,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,13,1620864056200693,664413.6133626833,3997304.485252247,-0.0001195508114622,-0.0004048139938593,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,14,1620864056600836,664413.6133730302,3997304.4851932647,-0.0001366432201531,0.0002596317087864,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,15,1620864057000950,664413.6133726883,3997304.485168074,-4.263356670636281e-05,0.0002761087126316,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,16,1620864057401040,664413.6133776641,3997304.485156221,-0.0003274770768906,-0.0001690847312823,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,17,1620864057801150,664413.6133932881,3997304.48516158,-0.0002224049946473,-0.0004326100118026,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,18,1620864058201139,664413.6134389879,3997304.4852429866,0.0003153149355955,-0.0005302916657844,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,19,1620864058600907,664413.6135131578,3997304.4852372673,3.857884985798199e-05,-0.0004264533676815,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,20,1620864059000689,664413.6134748945,3997304.485227833,-0.0002240847681775,-0.0005398640010076,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,21,1620864059400565,664413.6134221967,3997304.485269284,0.0001802335977726,-0.0007707946545315,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,22,1620864059800593,664413.6134446273,3997304.485304121,0.0003754521058106,-0.0006398095938796,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,23,1620864060200713,664413.6134771084,3997304.4852774446,0.0003357785843147,-0.0006988244014325,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,24,1620864060600869,664413.6134107759,3997304.485245201,-5.30408925345824e-05,-0.0007627873455246,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,25,1620864061001103,664413.6134161815,3997304.48523774,0.000326388257564,-0.0002514920945011,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,26,1620864061401212,664413.6134247064,3997304.485237257,0.0002184836358512,-0.0005494321719228,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,27,1620864061801091,664413.6134386658,3997304.485208796,0.0002484158530033,-0.0001089291734351,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,28,1620864062200731,664413.6134741389,3997304.485146148,0.0001924031630642,3.62729014884159e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
0,29,1620864062600353,664413.613453282,3997304.485152283,-1.2529878628471e-05,-0.0005395587888299,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,96,127
