timestamp,x,y,z,qw,qx,qy,qz,rel_x,rel_y
1623276455049455,664596.6898752643,3997878.2427216135,618.1689717106465,0.6757487029754793,-0.0028688842439551637,-0.005946385780482243,0.7371025033374273,0.0,0.0
1623276455099431,664596.6732921146,3997878.4393479014,618.1709733525822,0.6739879076855544,-0.0030310557298479897,-0.006042085857928658,0.7387114498864199,-0.016583149670623243,0.19662628788501024
1623276455149413,664596.6555776788,3997878.633098379,618.172397430171,0.6722462537224558,-0.0027787593798948742,-0.005676992386236937,0.7403006312369852,-0.03429758548736572,0.390376765280962
1623276455199401,664596.6371490906,3997878.8251419417,618.1742395863481,0.6706949214950237,-0.0024909544433670077,-0.005478449676211964,0.7417089078714709,-0.052726173656992614,0.5824203281663358
1623276455249393,664596.6184336331,3997879.018294734,618.1760030581376,0.6691680972760548,-0.0023338027358811866,-0.00567855272478663,0.7430857050109944,-0.0714416311820969,0.7755731204524636
1623276455299388,664596.6002648425,3997879.2095347294,618.1779338225799,0.6677298137352744,-0.002214019436082265,-0.006154131482684142,0.7443749865710738,-0.08961042179726064,0.9668131158687174
1623276455349390,664596.5820828911,3997879.40139588,618.1799210781418,0.6662787723873245,-0.0019692060915439597,-0.006518455517208813,0.7456716632882593,-0.10779237316455692,1.158674266654998
1623276455399396,664596.5623746915,3997879.5928814528,618.181860696427,0.6647422576637597,-0.0014846330700393163,-0.006771096753701469,0.7470406140160567,-0.12750057282391936,1.3501598392613232
1623276455449407,664596.5410991008,3997879.782921007,618.1847404381552,0.6631624454240013,-0.0011437921291759241,-0.00730523930108738,0.7484389729280388,-0.14877616346348077,1.5401993934065104
1623276455499426,664596.5188889279,3997879.972042324,618.1876076118623,0.661599407113125,-0.0010660082121451075,-0.007580764573876334,0.7498183914405732,-0.17098633642308414,1.7293207105249166
1623276455549454,664596.495654077,3997880.160209497,618.1908536218713,0.660112017993832,-0.0009852180995308752,-0.007462187549608773,0.7511294620785299,-0.19422118726652116,1.9174878834746778
1623276455599487,664596.470835967,3997880.347281215,618.1939259647334,0.6586671192172199,-0.0008791911601055388,-0.007173396019979802,0.752399757758157,-0.21903929731342942,2.1045596012845635
1623276455649525,664596.44558751,3997880.5330802393,618.1969841967638,0.6571411532157077,-0.0008002628149933623,-0.006956403016200754,0.7537350149666877,-0.24428775429259986,2.290358625818044
1623276455699568,664596.4198892254,3997880.7192908097,618.200227386524,0.6558842632023144,-0.0005551282592286237,-0.006718667303727474,0.7548313617132205,-0.26998603891115636,2.4765691962093115
1623276455749615,664596.3932677496,3997880.9045546604,618.2033930189634,0.6546006813362749,-0.00022559878442049146,-0.006516352264713739,0.7559467138975043,-0.29660751472692937,2.6618330469354987
1623276455799662,664596.3665304168,3997881.089541672,618.2069274050007,0.6534677987582556,1.0672914372558713e-05,-0.006351264453415359,0.756927669802057,-0.32334484753664583,2.846820058301091
1623276455849710,664596.3394880246,3997881.2729468406,618.2104773013943,0.6523904605507055,0.000326440068692947,-0.006077613544270849,0.7578585903933045,-0.35038723971229047,3.0302252271212637
1623276455899759,664596.3116770735,3997881.455809708,618.2139552124775,0.6513249651312297,0.0006610074537766926,-0.005537305497189777,0.7587784203005377,-0.37819819082506,3.2130880947224796
1623276455949806,664596.283654098,3997881.6372997095,618.21730189341,0.650282586728391,0.0006478904810262447,-0.005212715568802755,0.7596742494202078,-0.4062211662530899,3.3945780959911644
1623276455999849,664596.255552672,3997881.820396922,618.2202616045777,0.6492343370795317,1.3424224616856265e-05,-0.005363841691421683,0.7605695264596134,-0.43432259233668447,3.5776753085665405
1623276456049891,664596.2274027078,3997882.001602245,618.2235297283659,0.6482165285391134,-0.0008071936868222237,-0.005790881633788764,0.7614336125079824,-0.4624725565081462,3.75888063153252
1623276456099933,664596.1997052816,3997882.180975369,618.2273814679994,0.6472243918353596,-0.0014070503973018893,-0.006000153849438152,0.7622746256935957,-0.49016998265869915,3.9382537556812167
1623276456149974,664596.1711690456,3997882.3603477394,618.2306861257721,0.6462859763483102,-0.0017527143016762945,-0.006292241928052057,0.7630673446424026,-0.5187062186887488,4.117626125924289
1623276456200016,664596.1422370035,3997882.5395705886,618.2335582445804,0.6455104198307785,-0.002251398141172872,-0.00661495605336311,0.7637194978869625,-0.5476382607594132,4.296848975121975
1623276456250057,664596.1135608741,3997882.7183223874,618.2369558036586,0.6448808604252516,-0.00297049069311644,-0.0070099768951517654,0.764245191195966,-0.5763143901713192,4.475600773934275
1623276456300099,664596.0847802492,3997882.897357911,618.2388201985664,0.6443136276669293,-0.0035821869266597865,-0.007347663432105913,0.7647176792657487,-0.6050950151402503,4.654636297374964
1623276456350139,664596.0546221521,3997883.0756875896,618.240741652484,0.6438769839257413,-0.003859245999664703,-0.007368799965836657,0.7650838101659637,-0.6352531121810898,4.832965976092964
1623276456400176,664596.0240273813,3997883.253593848,618.2427180285079,0.6436854604090397,-0.0037416528668409573,-0.007235916195041274,0.7652468030698625,-0.6658478829776868,5.010872234590352
1623276456450209,664595.994498487,3997883.430469755,618.2450413906924,0.6435858096145255,-0.0034210516987064534,-0.007060148697774378,0.7653337548863607,-0.6953767773229629,5.1877481415867805
1623276456500238,664595.9646515398,3997883.6073337714,618.2468807654234,0.6433632577260272,-0.003093012714998985,-0.007078188566565718,0.7655220774916387,-0.7252237244974822,5.364612157922238
1623276456550266,664595.9353388487,3997883.783484545,618.2486691212355,0.643144321629439,-0.002876781041686358,-0.00711973934656485,0.7657064809692314,-0.7545364155666903,5.540762931574136
1623276456600295,664595.9065037293,3997883.9585847436,618.2509786059527,0.6429315472095453,-0.002755619390311965,-0.007305419241536522,0.7658838443355633,-0.7833715350134298,5.715863130055368
1623276456650325,664595.875527923,3997884.1337828035,618.2530007814335,0.6426327000046756,-0.0029043191034890197,-0.007531098874072031,0.766131881835624,-0.8143473413074389,5.891061190050095
1623276456700356,664595.8443160283,3997884.306778782,618.2549474329068,0.6421795811838741,-0.002758884686484674,-0.007637675852909536,0.7665112132078412,-0.8455592360114679,6.064057168550789
