db_path,start,end,score,center_x,center_y,min_x,max_x,min_y,max_y
data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,5400,6300,992.6713651721894,664414.8784652331,3997304.224352864,664413.6129906788,664439.3008602237,3997300.9731929735,3997304.485766988
data/data/cache/mini/2021.06.09.17.23.18_veh-38_00773_01140.db,5100,6000,964.1416967946477,664423.6163378571,3996285.086052455,664420.8360125404,664462.9043070701,3996284.8974817325,3996288.255288552
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,2700,3600,961.1740113996138,664481.2608569224,3996629.3894953886,664480.828941307,664481.2829529741,3996628.5224288027,3996649.0247024307
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,5700,6600,924.726774653834,664743.097508743,3999389.783178275,664740.8862536583,664768.5756530861,3999385.4420837625,3999439.7413476375
data/data/cache/mini/2021.06.28.16.29.11_veh-38_01415_01821.db,3300,4200,915.6218186193788,664749.7502407067,3999458.03355206,664720.7222539058,664752.2798941723,3999400.1544874446,3999463.0986116473
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,3600,4500,910.8404409215458,664427.6833228575,3998529.76589805,664426.8392123053,664427.7903258543,3998478.0160692795,3998533.885692266
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,2400,3300,908.8001208983014,664906.8548917571,3999653.0020601917,664877.6769194363,664908.780099078,3999652.0823611915,3999664.374089627
data/data/cache/mini/2021.06.14.18.33.41_veh-35_03901_04264.db,4800,5700,879.8719374367967,664387.9918146968,3996282.485676093,664385.7905432567,664422.6970210659,3996282.3068426787,3996285.0576262944
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04933_05307.db,3600,4500,879.6965336025607,664477.1841355158,3997876.8332328014,664443.3087967654,664480.121156237,3997867.79465722,3997877.1549345427
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,4500,5400,859.1834211264589,664746.2935310522,3999450.4524076898,664694.6940553912,664754.0147227724,3999348.7668563277,3999465.8251926824
data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db,900,1800,852.9700477723148,664471.2455155106,3997266.33303489,664470.2908071768,664471.3293754064,3997262.726391227,3997312.6568835136
data/data/cache/mini/2021.06.14.17.26.26_veh-38_04544_04920.db,900,1800,842.8306990836821,664486.0110747699,3997877.1005430478,664453.2166561306,664488.5502664378,3997874.3001874825,3997877.203533414
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,3900,4800,839.0624378600922,664458.5927563723,3998147.927195653,664457.6933635087,664458.6843694658,3998139.6483326172,3998220.815486944
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,6600,7500,838.614229445899,664417.8799314128,3997305.1464634836,664412.9310840787,664464.6484941524,3997301.8534530774,3997322.7367639607
data/data/cache/mini/2021.07.09.17.06.37_veh-35_00258_00748.db,4200,5100,833.7291708712801,664469.6542730208,3997499.9883514983,664468.2816614596,664469.7980073894,3997490.838970825,3997582.3855840727
data/data/cache/mini/2021.05.12.22.28.35_veh-35_00620_01164.db,1500,2400,827.7689168455174,664752.9293581293,3999463.951983185,664734.1246424752,664754.3385724114,3999426.7702527046,3999466.713570108
data/data/cache/mini/2021.07.24.20.37.45_veh-17_00015_00375.db,6000,6900,827.3960575547048,664429.4565808087,3998582.0760464617,664427.2788068478,664429.8098404346,3998519.355122986,3998591.2589446544
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,6300,7200,826.38229740328,664480.6426147334,3996660.3155034343,664480.4856632255,664481.6133559205,3996656.1749133854,3996714.6592454594
data/data/cache/mini/2021.06.09.17.37.09_veh-12_00404_00864.db,1800,2700,823.4763640478161,664477.058770877,3997876.9824191574,664444.9668148716,664479.6067643844,3997873.090897362,3997877.0969944643
data/data/cache/mini/2021.06.28.16.29.11_veh-38_01415_01821.db,1500,2400,815.3430322226835,664888.8872771615,3999654.9410140384,664827.1847258782,664899.0953928386,3999607.672142007,3999664.152351434
data/data/cache/mini/2021.06.23.17.31.36_veh-16_00016_00377.db,4200,5100,811.7033372610988,664886.4936413588,3999653.681144039,664819.5713648071,664898.4479624889,3999593.3103123573,3999664.8647056394
data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db,2700,3600,808.3154075493704,664470.0218328605,3997485.1315541216,664469.1613144767,664470.0898376643,3997481.160678802,3997531.2727734293
data/data/cache/mini/2021.06.09.17.23.18_veh-38_02526_03027.db,900,1800,783.983507659604,664491.9552623953,3997877.2978814603,664490.9043519269,664511.4469867798,3997877.2625006274,3997877.538732809
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,1800,2700,782.3188370424579,664450.350702325,3998485.540312297,664449.0456043282,664450.5824832298,3998477.3633160302,3998557.613081262
data/data/cache/mini/2021.05.12.22.00.38_veh-35_01008_01518.db,6000,6900,776.1660155430105,664432.305213511,3997349.8837156426,664432.2107506087,664433.1751453805,3997291.6155174496,3997355.54022531
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,5400,6300,765.7072362424207,664432.722096712,3998262.1879808013,664432.5120620946,664433.6178616297,3998157.1523108683,3998277.4906636705
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,6600,7500,758.0862648765325,664631.9502186459,3999221.0769128315,664588.4143900914,664638.2097158098,3999140.3127408726,3999232.7478747545
data/data/cache/mini/2021.06.14.19.22.11_veh-38_01480_01860.db,0,900,754.8710809082525,664483.549617148,3996529.9831991694,664483.0374273842,664483.5901570359,3996527.2347490913,3996558.3159922725
data/data/cache/mini/2021.07.09.20.59.12_veh-38_01208_01692.db,5100,6000,749.533516390253,664433.5034927779,3996285.776660254,664404.382027196,664435.8286849131,3996283.8576366957,3996285.9428392015
data/data/cache/mini/2021.06.08.16.31.33_veh-38_01589_02072.db,900,1800,739.5147524204804,664490.1734541223,3997877.2617215645,664450.6884219121,664494.083610014,3997873.507917649,3997877.433788829
data/data/cache/mini/2021.06.03.12.02.06_veh-35_00233_00609.db,600,1500,737.0575037892418,664428.0045730066,3998527.4174937424,664426.7726393773,664428.7471920638,3998418.854530976,3998543.2729775864
data/data/cache/mini/2021.06.07.18.53.26_veh-26_00005_00427.db,7500,8400,734.1319391268827,664420.8050868056,3996284.8364145267,664377.6319182573,664425.8314769808,3996282.258291958,3996285.1626978493
data/data/cache/mini/2021.05.12.22.00.38_veh-35_01008_01518.db,300,1200,731.2232074986533,664645.1260642312,3999246.769081836,664601.5754632389,664650.3731475426,3999165.1142203254,3999256.6322671385
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04057_04438.db,3600,4500,729.9562606859395,664464.5187057401,3997784.7017048975,664463.8456914603,664464.612008375,3997780.0300482176,3997821.9640780254
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,900,1800,728.2559112283416,664429.8377455283,3998589.6593832667,664428.8075578848,664429.9472546172,3998565.0321672456,3998591.6773147993
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,3000,3900,717.25746253749,664899.253903231,3999657.0139571074,664883.6164973109,664904.1004813337,3999654.597292642,3999664.2158484175
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,9000,9900,711.3349306734592,664467.4464229579,3997435.567784563,664467.3759769974,664468.1279813794,3997398.8234134326,3997438.9422288393
data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db,2100,3000,710.3449653309218,664469.9697276582,3997478.2749659824,664467.5620216703,664470.0959846831,3997442.6718327682,3997481.1860369607
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,7800,8700,709.7200744013558,664466.0772284339,3997496.6690747426,664466.00993737,664466.4434135987,3997479.4329671026,3997500.3379651206
data/data/cache/mini/2021.06.07.18.53.26_veh-26_00005_00427.db,2100,3000,706.5622197355054,664467.7571450943,3996272.7561847903,664387.0319195635,664480.1940492918,3996265.530841608,3996293.897405657
data/data/cache/mini/2021.07.09.20.59.12_veh-38_01208_01692.db,7500,8400,706.3160469922452,664447.3058764646,3996293.020871112,664435.5862897972,664486.2737624801,3996285.905992554,3996356.0546978163
data/data/cache/mini/2021.06.07.12.54.00_veh-35_01843_02314.db,900,1800,705.4237930740242,664460.6307103186,3997802.268322279,664457.9080551484,664461.1086586822,3997776.4363964144,3997937.6105305417
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01095_01484.db,0,900,704.8314930343168,664480.9566356378,3996655.8696363363,664480.127107917,664482.1240859162,3996644.8174077063,3996745.9896189566
data/data/cache/mini/2021.06.08.16.31.33_veh-38_01589_02072.db,6300,7200,700.9456113302401,664438.7095719881,3997037.207302663,664438.2164533191,664441.9177141316,3996911.9018822205,3997057.5274459957
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,600,1500,700.857421020966,664856.9740862859,3999602.925184211,664839.9386019616,664858.6200441022,3999570.2590997084,3999606.066282022
data/data/cache/mini/2021.06.03.12.02.06_veh-35_00233_00609.db,5100,6000,700.8522641997879,664426.9729309618,3997622.0443799766,664426.6133431906,664428.6477142416,3997503.255047078,3997643.0872748476
data/data/cache/mini/2021.07.16.18.19.22_veh-35_00440_00858.db,1800,2700,700.2388351187866,664480.9890347754,3996670.120050647,664480.6559934515,664481.7111998012,3996645.731833398,3996806.043329165
data/data/cache/mini/2021.06.07.12.54.00_veh-35_01843_02314.db,4200,5100,697.7020884659064,664458.7632881603,3998153.9200350093,664458.0324334388,664458.8428244337,3998149.6887952215,3998198.011120941
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,1800,2700,697.5393518751074,664428.9169844744,3997913.070048047,664428.280290213,664429.178273662,3997883.45339941,3997923.751426175
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,4800,5700,695.3703004741683,664432.4585869802,3998279.4154491546,664431.5362439674,664432.5298694681,3998277.3752761944,3998311.330431734
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,0,900,692.4496816176747,664204.9624861744,3996243.386360507,664202.1712196696,664229.0729383329,3996242.0052056573,3996251.0674360422
data/data/cache/mini/2021.06.23.15.56.12_veh-16_00839_01285.db,3300,4200,688.642166742821,664450.772581158,3998477.955095689,664448.9469247642,664451.2729657432,3998458.6998699773,3998582.46668331
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,900,1800,684.7144335979674,664861.8749733933,3999612.1676846705,664858.2799995986,664884.6689030357,3999605.436860995,3999644.40931098
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04978_05337.db,1800,2700,683.8393204916623,664481.7986867521,3996596.0540003744,664481.762310512,664482.3772424019,3996569.038522044,3996598.0886517577
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,7800,8700,677.3779764524648,664381.8065248753,3997315.946319873,664376.6884726979,664429.9815113421,3997301.4831460225,3997317.7005870254
data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,0,900,673.5091978597865,664433.1310104053,3998219.4750280315,664431.7535020675,664433.6270162974,3998085.0887856344,3998242.6926593953
data/data/cache/mini/2021.06.09.14.03.17_veh-12_02584_02970.db,3300,4200,669.7505085858962,664476.2852532625,3997877.0527000544,664457.1794429809,664479.4343321305,3997875.429644672,3997877.1856092275
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,0,900,667.7547951633346,664764.3703772781,3999487.237321101,664762.7049117985,664784.1284070043,3999483.935505453,3999525.612128869
data/data/cache/mini/2021.05.12.22.00.38_veh-35_01008_01518.db,7800,8700,666.739883195165,664438.2799660428,3997043.8566652606,664437.9022681229,664440.913499867,3996927.4003226557,3997061.0154134845
data/data/cache/mini/2021.05.25.14.16.10_veh-35_01690_02183.db,1200,2100,662.6626347577309,664642.7549044212,3999193.5446116286,664628.1582014365,664707.4148359183,3999165.561375498,3999319.526811135
data/data/cache/mini/2021.06.08.14.35.24_veh-26_02555_03004.db,2400,3300,658.6916414085928,664427.4565692076,3997594.865808205,664426.6957736543,664428.4389148123,3997471.7736055697,3997617.177668918
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,300,1200,657.8416295558956,664429.8903186305,3997321.0337273227,664413.4959361765,664469.352036502,3997301.2930324418,3997437.565432715
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,300,1200,654.0501156699893,664758.7777696522,3999476.2195930323,664728.8487850452,664762.7182999693,3999416.765191897,3999484.0251437686
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04978_05337.db,600,1500,651.9444385344859,664448.2057327395,3996297.294548973,664433.9338486977,664486.7154174598,3996285.802363486,3996391.826572437
data/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,4800,5700,651.609336875164,664559.533300879,3999026.867089045,664552.2816876081,664597.243619342,3999012.02739224,3999104.292917084
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,7500,8400,650.4624710746403,664432.4849709811,3998282.7070891866,664432.2299133422,664433.684234963,3998184.5773519273,3998297.5631930106
data/data/cache/mini/2021.05.12.23.36.44_veh-35_02035_02387.db,300,1200,649.291322926874,664737.8657792058,3999434.2391334404,664681.4865730279,664747.1858256761,3999321.5394554613,3999452.8061936167
data/data/cache/mini/2021.06.14.19.22.11_veh-38_01480_01860.db,3000,3900,648.3111979663522,664481.5090268591,3996618.351343343,664481.021399868,664481.589298903,3996610.2515765377,3996684.891452852
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,0,900,647.9115683715054,664382.3829423259,3996282.668926769,664373.7964405668,664447.643789077,3996282.0982088405,3996286.7733019283
data/data/cache/mini/2021.06.09.12.39.51_veh-26_01943_02303.db,6000,6900,638.348765891411,664481.1390807003,3996630.64644139,664481.0549789286,664481.9935251175,3996591.7104469375,3996633.4886226295
data/data/cache/mini/2021.06.07.12.54.00_veh-35_01843_02314.db,6900,7800,637.0604699206134,664466.7192908633,3998729.5619668616,664463.7505044066,664467.8622182064,3998713.254618458,3998735.359198512
data/data/cache/mini/2021.07.16.18.06.21_veh-38_03231_03712.db,6900,7800,631.9537272363921,664465.6435533301,3997730.8601620356,664465.1862315534,664465.7510511761,3997728.143474793,3997749.9807875147
data/data/cache/mini/2021.06.09.14.03.17_veh-12_02584_02970.db,1500,2400,627.6028786765479,664482.9871959713,3997877.2404915784,664479.303703369,664518.9168514849,3997877.1725376192,3997877.8867007894
data/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,900,1800,622.6158181035636,664458.1516649573,3998188.3128981884,664455.354283845,664458.6859393072,3998164.827451001,3998305.0220513334
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,5100,6000,622.077831187501,664472.0420751313,3997239.7800288848,664471.9718375041,664472.8182705403,3997200.2810817217,3997243.7494590245
